k,n0,r,t_mid,t_gen,sigma,note,strain,carbonSource,maxOD600
0.2970451231606878,0.04413476453472353,0.10984655268393936,15.892964196080364,6.310140497119944,0.014988679079868445,,Day0Anc,D-Alanine,0.30880001199999996
0.11700935201388422,0.001372208006637195,0.0849211131657282,52.21358891948986,8.162247934824295,0.004755371676858542,,Day0Anc,D-Arabinose,0.05399999022483798
0.19440345034249257,0.0013477668330861177,0.12685171995693903,39.136478713333126,5.464231630404699,0.005793630265805841,,Day0Anc,D-Arabitol,0.15269999206066098
0.02712031642326505,0.0023496201817983283,0.13868987138449454,16.983270930464464,4.997821208142232,0.0026053762705999343,,Day0Anc,D-Aspartic Acid,0.030300006000000018
15.800964666279013,0.002786870763402602,0.008367850909311341,1032.8494855408003,82.83455191447598,0.001774467214066806,,Day0Anc,D-Cellobiose,0.005599990999999999
0.23650701202525498,0.02573442275084859,0.09703256771584329,21.672623155986074,7.143448811844331,0.00977825554980006,,Day0Anc,D-Fructose,0.24149998999999997
0.033482416884214265,0.011663473701492176,0.0588332395274696,10.645623090039026,11.781557264687263,0.0031788321359071826,,Day0Anc,D-Fructose-6-Phosphate,0.046199992999999995
0.014222125369684537,1.7432585905404712e-7,0.8772573980333271,12.89173611018377,0.7901297636404915,0.004366766732231835,,Day0Anc,D-Fucose,0.003800004720688005
757857.7755758938,0.0015398571732715635,0.09642183223864896,207.57038277152216,7.188695386376507,0.00614157753599346,,Day0Anc,D-Galactonic Acid-gamma-Lactone,0.16600000899999998
0.020163742838812015,2.2055687343888893e-4,0.45626059474676883,9.872619439768563,1.5191914194226042,0.007161736248051785,,Day0Anc,D-Galactose,0.025499999999999995
0.004349493976064843,0.0013620056196189528,1.8213132535838228,0.43126830848925163,0.3805754881517664,0.0022662871234051998,,Day0Anc,D-Galacturonic Acid,0.005899995999999991
0.30022990323127197,0.012050289703946674,0.560563936170119,5.663038660750911,1.2365176134869835,0.020635119733730268,,Day0Anc,D-Gluconic Acid,0.342199996
98835.81522733734,0.020268402349155768,0.017398708865672984,885.1178196203966,39.83900103803101,0.009822921083806627,,Day0Anc,D-Glucosamine,0.061100006103516014
0.07371791075516816,0.0029925133073748127,0.043163480174441694,73.2723848647859,16.05864906533596,0.0017388418088705006,,Day0Anc,D-Glucosaminic Acid,0.03289999099999999
0.03503330327528334,0.001976203655292635,0.07563500349104943,37.24543623047022,9.16437031224533,0.00180247999702074,,Day0Anc,D-Glucose-1-Phosphate,0.0343
0.018572212788131454,0.0017120002485528148,0.14676281646389028,15.584970300009314,4.722907322581181,0.0020460675515074143,,Day0Anc,D-Glucose-6-Phosphate,0.021100000000000008
0.03938358614665289,0.0027015769268629647,0.06288195067229617,41.481708908152804,11.022991067376736,0.0026416778283379185,,Day0Anc,D-Glucuronic Acid,0.03639999099999999
0.11119631680913994,0.0035356936331586123,1.1616856544241543,2.9406185654970107,0.5966736164126407,0.01025859172762454,,Day0Anc,D-Lactic Acid Methyl Ester,0.1521000117063525
415928.4615392088,4.8028668565205376e-4,0.09948041794015737,206.86881250140476,6.967674592771708,0.008807128559979211,,Day0Anc,D-Malic Acid,0.080199987
0.3028500918950104,0.011739680286459744,0.1842713475042076,17.42391358635986,3.76155701875528,0.011665628792456135,,Day0Anc,D-Mannitol,0.325299993
0.01082844120901167,0.0026255126382418626,0.11343519938196381,10.042870923293089,6.1105122954467666,0.005520782781870934,,Day0Anc,D-Mannose,0.03239999800000001
9165.074036829403,0.0010037732722109204,0.05322274472881359,301.13336541177233,13.023514365742418,0.0020303795680423316,,Day0Anc,D-Melezitose,0.01834999769925999
0.007200001999999997,4.804111560218702e-4,2.469540056433215,1.0682718938621347,0.2806786546159797,0.002179208294069243,,Day0Anc,D-Melibiose,0.0012999929999999993
0,0,0,0,0,0,cannot fit data,Day0Anc,D-Psicose,0.010299995000000006
0.0037618318041195645,0.001018720829632977,0.4877742883267814,2.0307444252589955,1.4210408320980945,0.0030070295337782022,,Day0Anc,D-Raffinose,0.007100000977516008
0.05347381074853273,8.376608031634985e-4,0.07693791054948614,53.816709413746665,9.009176043507393,0.002418535031935738,,Day0Anc,"D-Ribono-1,4-Lactone",0.025399997830390986
0.09967354807596927,1.6618537312542922e-4,0.1826325772231316,35.0150183706275,3.795309638066881,0.005494448997989208,,Day0Anc,D-Ribose,0.10789999300000003
0.03132149233506928,0.004525405396776708,0.07618782241563422,23.344264832792742,9.097873631018848,0.0022976251156637843,,Day0Anc,D-Saccharic Acid,0.03610000099999999
0.06521333167748347,0.00496217372223601,0.06064761102839449,41.16696196009158,11.42909289923097,0.0026423205321270487,,Day0Anc,D-Serine,0.04050000000000001
0.020667252961069034,3.337019093008101e-4,0.11670437129760818,35.21530006844425,5.939342055940206,0.0016976806873655618,,Day0Anc,D-Sorbitol,0.020899996000000004
4374.793354756586,0.006392705141648622,0.018415992774173957,729.5947076165788,37.63832822154418,0.002956629570442705,,Day0Anc,D-Tagatose,0.019000001251697013
32153.86273929393,0.003212412944305408,0.037185813042689475,433.47232127546147,18.64009749535957,0.0056336239736634024,,Day0Anc,D-Tartaric Acid,0.044900000095368015
0,0,0,0,0,0,cannot fit data,Day0Anc,D-Threonine,0.019299999000000012
0.21838118957784497,0.023635938517713253,0.11082635838161019,19.029082595361878,6.254353122144647,0.008773807308079095,,Day0Anc,D-Trehalose,0.22179999999999997
268815.10804764,0.0027990801823525834,0.05081967137903314,361.67576461012345,13.639347948360003,0.005548350241258622,,Day0Anc,D-Xylose,0.039299995000000004
0.06260311511702121,0.017345378595068163,0.05667593075120784,16.921601606991754,12.230009659703267,0.005989441197288472,,Day0Anc,"D,L-alpha-Glycerol Phosphate",0.05990000100000001
0.0858766280523373,0.0016486962552113662,0.40955535489204964,9.604420314825713,1.6924383292281568,0.006122276545849233,,Day0Anc,"D,L-Carnitine",0.10724999755620951
0.19488601330613425,5.041759046815219e-4,1.809217108289892,3.291287975307194,0.3831199569050736,0.021615153165686445,,Day0Anc,"D,L-Malic Acid",0.252699986
0.3810000023732024,7.464560093795389e-4,0.6263441620056218,9.951808013089153,1.1066554501608397,0.02309430217739787,,Day0Anc,D.L-Octopamine,0.441799998283386
0.3417233712885424,0.02777620057347723,0.14341873123385204,16.908845484831076,4.833031045503611,0.012796210083819754,,Day0Anc,delta-Amino Valeric Acid,0.353300020098686
0.025621879879191855,0.0017637205762135793,1.2531240812944031,2.0785656945854973,0.5531353127010098,0.0034688949363364326,,Day0Anc,Dextrin,0.030399993062019015
7.94997106076574,0.004181787755088757,0.057425080742892556,131.46970750001432,12.070460704502107,0.004802518221680595,,Day0Anc,Dihydroxy Acetone,0.064600005745888
0.00690378437991144,0.0022275104492471675,0.1826312951718959,4.060733687989119,3.79533628071543,0.0016219789666285416,,Day0Anc,Dulcitol,0.007499992999999983
0.03469208709484106,0.009870843700750058,0.064312058887552,14.338128180093141,10.777872650164964,0.003162033865435189,,Day0Anc,Formic Acid,0.04119999699999999
0.19729999499999998,0.0020153598805484757,1.3190999426177203,3.4672584188488575,0.5254697981294824,0.04689828982584857,,Day0Anc,Fumaric Acid,0.258300007
0.4012418718510837,0.024476986158478247,0.37838100435048294,7.225225316455493,1.831876263846226,0.030364328689099045,,Day0Anc,gamma-Amino Butyric Acid,0.48429997265338903
270.7544909354491,0.0010644171577117339,0.046363399206546224,268.4560807413637,14.95030977931569,0.004023195725060869,,Day0Anc,gamma-Cyclodextrin,0.02470000088214852
25429.506917944364,0.0012363265008702366,0.04184036206470529,402.464878036695,16.566471855286697,0.002908527827001857,,Day0Anc,gamma-Hydroxy Butyric Acid,0.013949997723102014
0.08167912496265299,0.009241726867969851,0.11708085380564534,17.58608592869427,5.920243643854633,0.007878490118898906,,Day0Anc,Gelatin,0.09549999982118551
0.0050777205845501374,8.333344129003315e-4,4.898769618389055,0.3323114980122991,0.14149413721314874,0.003342686941500695,,Day0Anc,Gentiobiose,0.013799995183945007
0.018543271984462862,5.891436389241616e-4,0.28870281814844684,11.8353722963969,2.400902024460111,0.00230809911874362,,Day0Anc,Glucuronamide,0.004900008000000011
0.3262492177833911,0.03251425419203024,0.14360399584591857,15.326866635582592,4.826795915231112,0.019799869885741565,,Day0Anc,Glycerol,0.36889997100000005
0.0701849361011481,0.003831797330044599,0.12197478589408563,23.37907031471356,5.682708729342028,0.01001082932066534,,Day0Anc,Glycine,0.093299999833107
0.0351869860192903,0.009242630504442862,0.09134423292572671,11.299318054887927,7.5882971300832205,0.003154158116592283,,Day0Anc,Glycogen,0.03855000436306
0,0,0,0,0,0,cannot fit data,Day0Anc,Glycolic Acid,0.00760000999999999
0.14658758328812116,2.2748636100080054e-4,0.13610875284656485,47.51152928221523,5.092598132475205,0.004580561955130245,,Day0Anc,Glycyl-L-Aspartic Acid,0.07850000200000001
0.13178803413865256,1.8063263395375187e-4,0.14052794398606844,46.90250942050887,4.932450877020317,0.005114612625541682,,Day0Anc,Glycyl-L-Glutamic Acid,0.074900002
0.33512507932137586,0.011965238984786731,0.3804915451496308,8.662850488385166,1.8217150667233897,0.028541142561413366,,Day0Anc,Glycyl-L-Proline,0.41180001199999994
12989.800548331526,0.006664958676859756,0.006515105195185238,2222.958852345577,106.39078875843657,0.004343487359965382,,Day0Anc,Glyoxylic Acid,0.011600002999999998
0.36849118171756773,0.01269759429834017,0.22046916543619907,15.117480012629958,3.1439642781272883,0.007460732117081563,,Day0Anc,Hydroxy-L-Proline,0.383300006389617
1835.1316508930377,8.656735358174242e-4,0.05582236136993744,260.9505111027957,12.417016470629502,0.002695401881861285,,Day0Anc,i-Erythritol,0.016499996185302984
0.12956396034019604,0.01089070126578596,0.1829494058187501,13.055328896473254,3.7887369869167733,0.006557130185934058,,Day0Anc,Inosine,0.141499996
9792.346600728166,0.0352331265262064,0.011401121977979772,1099.4638397040492,60.7964007313224,0.0048290094431825605,,Day0Anc,Inulin,0.07129999995231698
0.23794202922367033,0.006435810638767096,0.7149898353518519,5.0108809267697385,0.9694503981568385,0.024018225913664246,,Day0Anc,Itaconic Acid,0.29719997942447707
150453.107388907,0.008659071237915109,0.05233866799627365,318.5131591227306,13.243500591365741,0.011307993052741789,,Day0Anc,L-Alaninamide,0.10429999977350202
0.3217840936040029,0.04786265774730542,0.15348196321701807,11.366193692186231,4.516147474474637,0.019869500199334155,,Day0Anc,L-Alanine,0.364299983
0.19375698904121827,0.012670184050390294,0.10512817678126819,25.29982981366853,6.593353007558775,0.013735261487130597,,Day0Anc,L-Alanyl-Glycine,0.21579998799999997
0.005149997000000017,0.008331035985454932,0.04280474020329804,-22.49236751490392,16.193234143412447,0.003900562717799638,questionable fit (k < n0),Day0Anc,L-Arabinose,0.015300005000000005
0.0172320501893669,0.0010250300023234582,0.08216667557512915,33.599054497526204,8.435867408632905,0.002135147232976985,,Day0Anc,L-Arabitol,0.01904999464750251
0.16383808080275283,0.0014366249139125184,0.6339703653613094,7.457406683421802,1.0933431883127693,0.010700140403654145,,Day0Anc,L-Arginine,0.20159998536109902
0.29424177774629284,0.014696472835170525,0.44007183135333694,6.6933546764363765,1.5750773650481897,0.014936159892615423,,Day0Anc,L-Asparagine,0.333399996
0.26787152878727005,0.006380462779645397,0.41528744575083165,8.941179238107198,1.6690780991627345,0.01672849885359058,,Day0Anc,L-Aspartic Acid,0.311799989
0.12491721561058851,0.006041494155632096,0.07110389816598414,41.90244569713032,9.748371023792117,0.004636275020137221,,Day0Anc,L-Fucose,0.07579998699999999
77263.02943040883,2.3429846810548439e-4,0.0850332182223098,230.66145212380331,8.151487089995697,0.0023522525032967792,,Day0Anc,L-Galactonic Acid-gamma-Lactone,0.017900004999999997
51367.93795685492,0.0019684041143830573,0.04237453032814502,403.00863442848396,16.357636891601352,0.0034108655530725633,,Day0Anc,L-Glucose,0.019900001585482996
0.257858960492043,0.0054615239516366005,0.47755954315522087,8.026804544869844,1.451436141303645,0.026749395014034928,,Day0Anc,L-Glutamic Acid,0.31250001499999996
0.3174774858794114,0.015291346046122652,0.4030824825519057,7.402346326744065,1.7196162338081447,0.024263168523286145,,Day0Anc,L-Glutamine,0.38819996999999995
0.25612148415697394,0.0025043307088915084,0.4947966171532872,9.332732244340347,1.400872917336881,0.01172129097781266,,Day0Anc,L-Histidine,0.296500012278557
0.057050000876187994,0.0016596268900528433,2.760713035488183,1.270618483965804,0.2510754184334753,0.006624523087506112,,Day0Anc,L-Homoserine,-0.004399999976158003
0.28949505644049467,0.03000264247152277,0.10910318621388419,19.774326338387418,6.353134171545736,0.02108038428475584,,Day0Anc,L-Isoleucine,0.3465999886393545
0.15684235420908352,0.002021724219765075,1.0812702568367418,4.012240669752395,0.6410489664145101,0.010166213400812352,,Day0Anc,L-Lactic Acid,0.197199986
0.37164804590400785,0.033249839080206366,0.07558826794649624,30.694887769874182,9.170036559781694,0.010903987116078496,,Day0Anc,L-Leucine,0.304249987006187
0.21822446158354636,0.0034213573769098504,0.10372915982255598,39.90858939819151,6.682278943989093,0.004417422287071481,,Day0Anc,L-Lysine,0.15539999306201902
0.1492740139465545,9.924753168307134e-4,0.13928219802948263,35.946201036448805,4.976566929344574,0.007976717569782734,,Day0Anc,L-Lyxose,0.134900004
0.1803499905,5.874937621972792e-4,1.6302911850081587,3.5107385847720987,0.4251677166226452,0.04482725222807265,,Day0Anc,L-Malic Acid,0.24760000400000004
0.008299998939037503,0.042941763654572807,0.08536414648053366,-2.516101269153152,8.119886499632603,0.004755970498672659,questionable fit (k < n0),Day0Anc,L-Methionine,0.050500005483627985
0.13436115061555345,0.006788004955230197,0.25165645966229094,11.656894554267891,2.7543389169906884,0.009521381440503582,,Day0Anc,L-Ornithine,0.15109999477863298
0.2676043362238466,0.026329242064751547,0.034886092274299285,63.499733576710994,19.868868519578772,0.006867224861540015,,Day0Anc,L-Phenylalanine,0.10809998214244801
0.39215761742891453,0.01762187333625143,0.3154109269129025,9.69067983648955,2.197600404476002,0.026392710059534568,,Day0Anc,L-Proline,0.4644000079999999
0.2971482038371798,0.002514474721118941,0.5061466925228295,9.41163725011065,1.3694590734259935,0.02898716294808005,,Day0Anc,L-Pyroglutamic Acid,0.387800008058548
0.01851076059492148,0.0033863826692812327,0.027540745526448848,54.33932717181881,25.16806162325123,0.0015987336258149539,,Day0Anc,L-Rhamnose,0.01420000199999999
0.048521760918054685,0.007917084647308219,0.19407268767541988,8.423958160553942,3.5715854140135934,0.004460336285551989,,Day0Anc,L-Serine,0.06939999799999999
7458.034460503498,0.0011754550846497821,0.04452716963753733,351.7660577017326,15.566836747144329,0.0021541406120924576,,Day0Anc,L-Sorbose,0.015749998390674008
0.00869497028603011,1.6911318854723363e-4,0.47587414179708376,8.23808281772319,1.456576686311122,0.0038367598061094105,,Day0Anc,L-Tartaric Acid,0.004399999976158003
2930.6079995347627,0.021673207961540205,0.00684229377367733,1726.7069526039886,101.30333532689279,0.00960646634661034,,Day0Anc,L-Threonine,0.04780000499999998
0.0797867189131071,4.4128985015440655e-5,0.2227730957565945,33.66403941848393,3.11144924482842,0.007342640056684054,,Day0Anc,L-Valine,0.09694999456405601
0.02820529922425269,6.192989292762713e-4,0.08967296606552613,42.33690235625211,7.729722913965469,0.002366487569450579,,Day0Anc,Lactitol,0.023749999701976
58431.58976546407,0.00240412222774306,0.005377600529886974,3162.4108610649696,128.89525294927657,0.0027262700949710005,,Day0Anc,Lactulose,0.01849999999999999
564949.4570944009,6.01847654327665e-4,0.09888259800944717,208.93461716287823,7.009799444121832,0.006961353273992391,,Day0Anc,Laminarin,0.099550001323223
972405.1532785639,0.0028105235021456763,0.06994202822314742,281.1172742750234,9.91030998341205,0.007028591735212272,,Day0Anc,m-Hydroxy Phenyl Acetic Acid,0.105699986
0.03522787785042436,0.004014154424560592,0.1086486159917889,18.877655381567813,6.379714773470559,0.0016387066620789574,,Day0Anc,m-Inositol,0.039999991999999984
0.14363098311931577,3.4962892429318705e-5,0.22462371831570754,37.04182265589166,3.0858147383426817,0.003541545839736369,,Day0Anc,m-Tartaric Acid,0.145799995
0.12528784408180374,5.748962111372506e-4,0.7524254963036551,7.149651975821135,0.9212170294136511,0.014176332336171077,,Day0Anc,Malonic Acid,0.170500010251999
7485.319678412963,0.009580456905059268,0.012255518011776252,1107.1525256384937,56.55796677822222,0.005221888625932677,,Day0Anc,Maltitol,0.031800001859665
0,0,0,0,0,0,cannot fit data,Day0Anc,Maltose,0.03890000299999999
30384.466914753408,0.0019077405576350497,0.03227170480325402,513.8719051150011,21.478480445509465,0.002239926564675115,,Day0Anc,Maltotriose,0.017999991999999992
0.009556593366643816,0.0022149267258998444,1.943869515483322,0.6164747931824116,0.3565811259649297,0.003895221654820855,,Day0Anc,Mannan,0.016499996185302984
12860.570511655324,0.004787426962936783,0.038954470151932576,380.0252733629424,17.793777655208526,0.007839453356120959,,Day0Anc,Melibionic Acid,0.049199998378753995
0.0539728786536956,0.001565360404446202,1.0688343164278167,3.2848252692220803,0.648507603008606,0.008486986014315075,,Day0Anc,Methyl Pyruvate,0.08149999399999999
0.09549537314110206,0.0035615727425546665,1.0379464335568411,3.1320176293604627,0.6678063126867388,0.009981925400884427,,Day0Anc,Mono Methyl Succinate,0.12380000999999999
0.12041076922984381,0.0036963691392964946,0.05376741340418615,64.20950317391274,12.891585007992576,0.003305882715873653,,Day0Anc,Mucic Acid,0.04389999800000002
0.020712735187305147,7.413038203864889e-4,0.7288070519310831,4.519231167829425,0.9510709024059912,0.0026656571241913344,,Day0Anc,N-Acetyl-beta-D Mannosamine,0.03260000099999999
52.696776633754034,0.00412945667364251,0.01235749572742546,765.0486448688016,56.09123368107807,0.003363538892675722,,Day0Anc,N-Acetyl-D-Galactosamine,0.01299999654293102
43986.014218384975,0.004423444983377082,0.03420826107336817,471.01088672841007,20.262566959288513,0.00284165420823523,,Day0Anc,N-Acetyl-D-Glucosaminitol,0.028099991381168032
0.08312660028360624,6.436253637597659e-4,0.9906030140077902,4.899268722435945,0.6997224627407548,0.012110255182825371,,Day0Anc,N-Acetyl-D Glucosamine,0.11859999600000001
0.39044799515969536,0.010227588634843809,0.41039441420338013,8.81021314984318,1.6889781063551237,0.028202265083595517,,Day0Anc,N-Acetyl-L-Glutamic Acid,0.4509000331163401
13452.280013561245,0.0013116418312374388,0.04968940499551362,324.88574601704914,13.949597114767794,0.003568382592142042,,Day0Anc,N-Acetyl-Neuraminic Acid,0.024100005626678994
24014.667837536075,0.015082352966922204,0.014371892902959371,993.6512502011325,48.229358877091045,0.003549462283443082,,Day0Anc,Oxalic Acid,0.03394999355077702
305613.0243518959,0.012330684633410421,0.0326192100307833,521.9543739847583,21.249661776168416,0.004838398929418662,,Day0Anc,Oxalomalic Acid,0.07015000283718101
0.3870121521400197,0.01338491734065793,0.4656204999285539,7.149878712516015,1.488652627335574,0.02491188406087786,,Day0Anc,p-Hydroxy Phenyl Acetic Acid,0.44950001
52003.529931986086,0.0016074476031771924,0.05581162745790036,309.83103938884994,12.41940456014829,0.009690912101752871,,Day0Anc,Palatinose,0.07349999994039547
179403.36900975578,0.008333167713453719,0.03562691343928415,473.9367503008739,19.455717985258975,0.01063506459693233,,Day0Anc,Pectin,0.08030001074075699
0.05137878067349299,0.003036574727328429,0.16359107562213995,16.917639620229224,4.237072089194924,0.005562366116079059,,Day0Anc,Phenylethylamine,0.013800010000000001
0.21448105476910942,0.006391202342156009,0.5078250316240166,6.858755165052351,1.3649330722104644,0.03477237451720585,,Day0Anc,Propionic Acid,0.265499994
0.34474057652585044,0.006379213673476986,0.7931824252720171,5.006502259292798,0.8738811633682311,0.027919766229123323,,Day0Anc,Putrescine,0.426699995994568
0.16338103509741533,0.012540594720174995,0.24451390551287921,10.172229782745335,2.8347965695694772,0.00685436173244166,,Day0Anc,Pyruvic Acid,0.177299991
0.12242803172419357,1.1844324990432966e-4,0.18770519428668322,36.972214882669,3.6927437367625404,0.007820683055743679,,Day0Anc,Quinic Acid,0.123300015926361
0.01573107855442206,2.7703096556696134e-4,0.13635034878416988,29.493851499068644,5.083574679058092,0.0024062034152753896,,Day0Anc,Salicin,0.017000004649162015
0.21075097108295393,0.01588304425281996,0.09626157683797999,26.044346790433735,7.200663061302193,0.010958440315173925,,Day0Anc,Sebacic Acid,0.22789999842643704
